-0.32739	-0.04150	-32.73926	-0.41504
-0.32446	-0.04150	-32.44629	-0.41504
-0.32153	-0.04150	-32.15332	-0.41504
-0.31812	-0.03906	-31.81152	-0.39063
-0.31665	-0.04150	-31.66504	-0.41504
-0.31348	-0.04150	-31.34766	-0.41504
-0.31152	-0.04150	-31.15234	-0.41504
-0.30859	-0.03906	-30.85938	-0.39063
-0.30664	-0.03906	-30.66406	-0.39063
-0.30298	-0.03906	-30.29785	-0.39063
-0.30029	-0.03906	-30.02930	-0.39063
-0.29834	-0.03906	-29.83398	-0.39063
-0.29541	-0.03906	-29.54102	-0.39063
-0.29321	-0.03906	-29.32129	-0.39063
-0.29150	-0.03906	-29.15039	-0.39063
-0.28809	-0.03906	-28.80859	-0.39063
-0.28589	-0.03906	-28.58887	-0.39063
-0.28345	-0.03906	-28.34473	-0.39063
-0.28052	-0.03662	-28.05176	-0.36621
-0.27808	-0.03662	-27.80762	-0.36621
-0.27612	-0.03662	-27.61230	-0.36621
-0.27271	-0.03662	-27.27051	-0.36621
-0.26953	-0.03662	-26.95313	-0.36621
-0.26831	-0.03662	-26.83105	-0.36621
-0.26489	-0.03662	-26.48926	-0.36621
-0.26172	-0.03662	-26.17188	-0.36621
-0.26001	-0.03662	-26.00098	-0.36621
-0.25684	-0.03662	-25.68359	-0.36621
-0.25537	-0.03662	-25.53711	-0.36621
-0.25146	-0.03662	-25.14648	-0.36621
-0.25024	-0.03418	-25.02441	-0.34180
-0.24731	-0.03418	-24.73145	-0.34180
-0.24536	-0.03418	-24.53613	-0.34180
-0.24219	-0.03418	-24.21875	-0.34180
-0.23950	-0.03418	-23.95020	-0.34180
-0.23682	-0.03662	-23.68164	-0.36621
-0.23511	-0.03418	-23.51074	-0.34180
-0.23047	-0.03418	-23.04688	-0.34180
-0.22974	-0.03418	-22.97363	-0.34180
-0.22656	-0.03418	-22.65625	-0.34180
-0.22485	-0.03418	-22.48535	-0.34180
-0.22095	-0.03174	-22.09473	-0.31738
-0.21948	-0.03174	-21.94824	-0.31738
-0.21680	-0.03174	-21.67969	-0.31738
-0.21313	-0.03174	-21.31348	-0.31738
-0.21118	-0.03174	-21.11816	-0.31738
-0.20874	-0.03174	-20.87402	-0.31738
-0.20581	-0.03174	-20.58105	-0.31738
-0.20337	-0.03174	-20.33691	-0.31738
-0.20166	-0.02930	-20.16602	-0.29297
-0.19873	-0.03174	-19.87305	-0.31738
-0.19556	-0.02930	-19.55566	-0.29297
-0.19360	-0.03174	-19.36035	-0.31738
-0.19019	-0.02930	-19.01855	-0.29297
-0.18774	-0.02930	-18.77441	-0.29297
-0.18579	-0.02930	-18.57910	-0.29297
-0.18359	-0.02930	-18.35938	-0.29297
-0.18164	-0.02930	-18.16406	-0.29297
-0.17871	-0.02930	-17.87109	-0.29297
-0.17603	-0.02930	-17.60254	-0.29297
-0.17383	-0.02930	-17.38281	-0.29297
-0.17017	-0.02686	-17.01660	-0.26855
-0.16797	-0.02686	-16.79688	-0.26855
-0.16504	-0.02686	-16.50391	-0.26855
-0.16260	-0.02686	-16.25977	-0.26855
-0.15918	-0.02686	-15.91797	-0.26855
-0.15869	-0.02441	-15.86914	-0.24414
-0.15454	-0.02441	-15.45410	-0.24414
-0.15210	-0.02441	-15.20996	-0.24414
-0.15015	-0.02441	-15.01465	-0.24414
-0.14697	-0.02441	-14.69727	-0.24414
-0.14478	-0.02441	-14.47754	-0.24414
-0.14233	-0.02441	-14.23340	-0.24414
-0.14038	-0.02441	-14.03809	-0.24414
-0.13745	-0.02441	-13.74512	-0.24414
-0.13403	-0.02197	-13.40332	-0.21973
-0.13281	-0.02441	-13.28125	-0.24414
-0.13013	-0.02197	-13.01270	-0.21973
-0.12622	-0.02197	-12.62207	-0.21973
-0.12451	-0.02197	-12.45117	-0.21973
-0.12207	-0.02197	-12.20703	-0.21973
-0.11987	-0.01953	-11.98730	-0.19531
-0.11646	-0.02197	-11.64551	-0.21973
-0.11450	-0.01953	-11.45020	-0.19531
-0.11157	-0.01953	-11.15723	-0.19531
-0.10938	-0.01709	-10.93750	-0.17090
-0.10645	-0.01709	-10.64453	-0.17090
-0.10352	-0.01709	-10.35156	-0.17090
-0.10156	-0.01709	-10.15625	-0.17090
-0.09912	-0.01465	-9.91211	-0.14648
-0.09692	-0.01709	-9.69238	-0.17090
-0.09399	-0.01465	-9.39941	-0.14648
-0.09058	-0.01465	-9.05762	-0.14648
-0.08813	-0.01465	-8.81348	-0.14648
-0.08447	-0.01221	-8.44727	-0.12207
-0.08276	-0.01465	-8.27637	-0.14648
-0.08130	-0.01221	-8.12988	-0.12207
-0.07788	-0.00977	-7.78809	-0.09766
-0.07495	-0.00977	-7.49512	-0.09766
-0.07349	-0.00977	-7.34863	-0.09766
-0.07007	-0.00732	-7.00684	-0.07324
-0.06836	-0.00732	-6.83594	-0.07324
-0.06543	-0.00732	-6.54297	-0.07324
-0.06299	-0.00488	-6.29883	-0.04883
-0.06128	-0.00488	-6.12793	-0.04883
-0.05762	-0.00244	-5.76172	-0.02441
-0.05566	0.00000	-5.56641	0.00000
-0.05298	0.00244	-5.29785	0.02441
-0.04980	0.00244	-4.98047	0.02441
-0.04858	0.00244	-4.85840	0.02441
-0.04443	0.00488	-4.44336	0.04883
-0.04370	0.00732	-4.37012	0.07324
-0.04053	0.00732	-4.05273	0.07324
-0.03613	0.01221	-3.61328	0.12207
-0.03564	0.01221	-3.56445	0.12207
-0.03271	0.01465	-3.27148	0.14648
-0.03027	0.01709	-3.02734	0.17090
-0.02759	0.01953	-2.75879	0.19531
-0.02490	0.02441	-2.49023	0.24414
-0.02222	0.02686	-2.22168	0.26855
-0.01953	0.02930	-1.95313	0.29297
-0.01758	0.03418	-1.75781	0.34180
-0.01514	0.03906	-1.51367	0.39063
-0.01123	0.04639	-1.12305	0.46387
-0.00903	0.04883	-0.90332	0.48828
-0.00659	0.05615	-0.65918	0.56152
-0.00513	0.06592	-0.51270	0.65918
-0.00269	0.07568	-0.26855	0.75684
0.00024	0.09521	0.02441	0.95215
0.00171	0.11230	0.17090	1.12305
0.00464	0.13916	0.46387	1.39160
0.00659	0.17090	0.65918	1.70898
0.00854	0.21973	0.85449	2.19727
0.01147	0.27832	1.14746	2.78320
0.01392	0.34912	1.39160	3.49121
0.01465	0.42725	1.46484	4.27246
0.01660	0.52979	1.66016	5.29785
0.01807	0.63232	1.80664	6.32324
0.02002	0.75928	2.00195	7.59277
0.02124	0.89844	2.12402	8.98438
0.02222	1.02539	2.22168	10.25391
0.02319	1.18164	2.31934	11.81641
0.02368	1.32813	2.36816	13.28125
0.02539	1.52832	2.53906	15.28320
0.02686	1.66260	2.68555	16.62598
0.02661	1.79688	2.66113	17.96875
0.02881	1.87744	2.88086	18.77441
0.03052	1.96045	3.05176	19.60449
0.03320	2.02881	3.32031	20.28809
0.03467	2.08740	3.46680	20.87402
0.03662	2.13379	3.66211	21.33789
0.03809	2.17529	3.80859	21.75293
0.04150	2.22900	4.15039	22.29004
0.04321	2.27783	4.32129	22.77832
0.04590	2.31934	4.58984	23.19336
0.04736	2.35596	4.73633	23.55957
0.04932	2.39746	4.93164	23.97461
0.05151	2.43408	5.15137	24.34082
0.05444	2.47803	5.44434	24.78027
0.05640	2.50732	5.63965	25.07324
0.05933	2.54639	5.93262	25.46387
0.06079	2.57568	6.07910	25.75684
0.06372	2.61475	6.37207	26.14746
0.06543	2.64404	6.54297	26.44043
0.06714	2.67334	6.71387	26.73340
0.06958	2.70752	6.95801	27.07520
0.07153	2.73438	7.15332	27.34375
0.07373	2.76611	7.37305	27.66113
0.07715	2.80029	7.71484	28.00293
0.07910	2.82715	7.91016	28.27148
0.08032	2.84912	8.03223	28.49121
0.08252	2.88330	8.25195	28.83301
0.08521	2.90771	8.52051	29.07715
0.08838	2.93945	8.83789	29.39453
0.08984	2.96387	8.98438	29.63867
0.09302	2.99805	9.30176	29.98047
0.09424	3.01514	9.42383	30.15137
0.09741	3.03955	9.74121	30.39551
0.09961	3.07129	9.96094	30.71289
0.10303	3.09082	10.30273	30.90820
0.10449	3.12500	10.44922	31.25000
0.10547	3.14453	10.54688	31.44531
0.10864	3.17139	10.86426	31.71387
0.11108	3.20068	11.10840	32.00684
0.11304	3.22021	11.30371	32.20215
0.11621	3.24219	11.62109	32.42188
0.11792	3.26904	11.79199	32.69043
0.12061	3.29102	12.06055	32.91016
0.12354	3.32275	12.35352	33.22754
0.12451	3.34229	12.45117	33.42285
0.12695	3.36182	12.69531	33.61816
0.12939	3.38135	12.93945	33.81348
0.13330	3.40820	13.33008	34.08203
0.13428	3.43262	13.42773	34.32617
0.13672	3.45215	13.67188	34.52148
0.13867	3.47900	13.86719	34.79004
0.14136	3.49609	14.13574	34.96094
0.14380	3.52051	14.37988	35.20508
0.14551	3.54248	14.55078	35.42480
0.14917	3.56445	14.91699	35.64453
0.15039	3.57910	15.03906	35.79102
0.15430	3.60596	15.42969	36.05957
0.15503	3.62305	15.50293	36.23047
0.15698	3.64014	15.69824	36.40137
0.16016	3.66699	16.01563	36.66992
0.16284	3.68408	16.28418	36.84082
0.16431	3.71094	16.43066	37.10938
0.16724	3.72803	16.72363	37.28027
0.16968	3.74512	16.96777	37.45117
0.17236	3.76709	17.23633	37.67090
0.17383	3.78662	17.38281	37.86621
0.17700	3.80127	17.70020	38.01270
0.18042	3.83057	18.04199	38.30566
0.18115	3.84766	18.11523	38.47656
0.18457	3.87207	18.45703	38.72070
0.18677	3.88184	18.67676	38.81836
0.18945	3.90137	18.94531	39.01367
0.19165	3.92578	19.16504	39.25781
0.19360	3.94287	19.36035	39.42871
0.19653	3.96240	19.65332	39.62402
0.19775	3.98682	19.77539	39.86816
0.20117	4.01123	20.11719	40.11230
0.20361	4.03076	20.36133	40.30762
0.20532	4.05029	20.53223	40.50293
0.20776	4.06006	20.77637	40.60059
0.20996	4.08203	20.99609	40.82031
0.21289	4.09912	21.28906	40.99121
0.21509	4.12842	21.50879	41.28418
0.21729	4.13818	21.72852	41.38184
0.21924	4.16748	21.92383	41.67480
0.22266	4.18213	22.26563	41.82129
0.22363	4.20410	22.36328	42.04102
0.22607	4.22119	22.60742	42.21191
0.22949	4.23828	22.94922	42.38281
0.23096	4.26025	23.09570	42.60254
0.23462	4.27490	23.46191	42.74902
0.23682	4.30664	23.68164	43.06641
0.23877	4.31641	23.87695	43.16406
0.24048	4.34326	24.04785	43.43262
0.24390	4.35059	24.38965	43.50586
0.24683	4.37012	24.68262	43.70117
0.24731	4.39453	24.73145	43.94531
0.25024	4.40918	25.02441	44.09180
0.25269	4.43359	25.26855	44.33594
0.25439	4.44824	25.43945	44.48242
0.25708	4.47021	25.70801	44.70215
0.26001	4.48975	26.00098	44.89746
0.26318	4.50439	26.31836	45.04395
0.26416	4.52637	26.41602	45.26367
0.26782	4.54590	26.78223	45.45898
0.26904	4.56299	26.90430	45.62988
0.27246	4.57275	27.24609	45.72754
0.27368	4.59229	27.36816	45.92285
0.27686	4.62402	27.68555	46.24023
0.27905	4.63379	27.90527	46.33789
0.28076	4.64600	28.07617	46.45996
0.28369	4.66064	28.36914	46.60645
0.28662	4.68262	28.66211	46.82617
0.28882	4.71680	28.88184	47.16797
0.29077	4.73145	29.07715	47.31445
0.29443	4.74121	29.44336	47.41211
0.29590	4.75830	29.58984	47.58301
0.29761	4.77783	29.76074	47.77832
0.30078	4.79980	30.07813	47.99805
