-0.32666	-0.07324	-32.66602	-0.73242
-0.32373	-0.07080	-32.37305	-0.70801
-0.32202	-0.07080	-32.20215	-0.70801
-0.31860	-0.07080	-31.86035	-0.70801
-0.31641	-0.07080	-31.64063	-0.70801
-0.31445	-0.07080	-31.44531	-0.70801
-0.31104	-0.07080	-31.10352	-0.70801
-0.30884	-0.07080	-30.88379	-0.70801
-0.30591	-0.06836	-30.59082	-0.68359
-0.30322	-0.07080	-30.32227	-0.70801
-0.30103	-0.06836	-30.10254	-0.68359
-0.29932	-0.06836	-29.93164	-0.68359
-0.29688	-0.06836	-29.68750	-0.68359
-0.29370	-0.06836	-29.37012	-0.68359
-0.29102	-0.06592	-29.10156	-0.65918
-0.28711	-0.06592	-28.71094	-0.65918
-0.28564	-0.06592	-28.56445	-0.65918
-0.28296	-0.06592	-28.29590	-0.65918
-0.28125	-0.06592	-28.12500	-0.65918
-0.27832	-0.06592	-27.83203	-0.65918
-0.27563	-0.06592	-27.56348	-0.65918
-0.27344	-0.06592	-27.34375	-0.65918
-0.27026	-0.06592	-27.02637	-0.65918
-0.26782	-0.06592	-26.78223	-0.65918
-0.26587	-0.06348	-26.58691	-0.63477
-0.26196	-0.06348	-26.19629	-0.63477
-0.26050	-0.06348	-26.04980	-0.63477
-0.25879	-0.06348	-25.87891	-0.63477
-0.25464	-0.06348	-25.46387	-0.63477
-0.25244	-0.06348	-25.24414	-0.63477
-0.24976	-0.06348	-24.97559	-0.63477
-0.24829	-0.06348	-24.82910	-0.63477
-0.24512	-0.06104	-24.51172	-0.61035
-0.24194	-0.06104	-24.19434	-0.61035
-0.23999	-0.06104	-23.99902	-0.61035
-0.23682	-0.06104	-23.68164	-0.61035
-0.23486	-0.06104	-23.48633	-0.61035
-0.23169	-0.06104	-23.16895	-0.61035
-0.22876	-0.06104	-22.87598	-0.61035
-0.22632	-0.05859	-22.63184	-0.58594
-0.22388	-0.06104	-22.38770	-0.61035
-0.22095	-0.05859	-22.09473	-0.58594
-0.21875	-0.05859	-21.87500	-0.58594
-0.21655	-0.05859	-21.65527	-0.58594
-0.21387	-0.05859	-21.38672	-0.58594
-0.21167	-0.05859	-21.16699	-0.58594
-0.20972	-0.05615	-20.97168	-0.56152
-0.20654	-0.05615	-20.65430	-0.56152
