-0.32666	-0.02930	-32.66602	-0.29297
-0.32471	-0.03174	-32.47070	-0.31738
-0.32178	-0.02930	-32.17773	-0.29297
-0.32031	-0.02930	-32.03125	-0.29297
-0.31714	-0.02930	-31.71387	-0.29297
-0.31494	-0.02930	-31.49414	-0.29297
-0.31201	-0.02930	-31.20117	-0.29297
-0.31006	-0.02686	-31.00586	-0.26855
-0.30640	-0.02930	-30.63965	-0.29297
-0.30469	-0.02930	-30.46875	-0.29297
-0.30225	-0.02930	-30.22461	-0.29297
-0.29883	-0.02930	-29.88281	-0.29297
-0.29663	-0.02930	-29.66309	-0.29297
-0.29346	-0.02930	-29.34570	-0.29297
-0.29175	-0.02686	-29.17480	-0.26855
-0.28931	-0.02686	-28.93066	-0.26855
-0.28662	-0.02686	-28.66211	-0.26855
-0.28369	-0.02686	-28.36914	-0.26855
-0.28101	-0.02686	-28.10059	-0.26855
-0.27905	-0.02686	-27.90527	-0.26855
-0.27661	-0.02686	-27.66113	-0.26855
-0.27441	-0.02686	-27.44141	-0.26855
-0.27124	-0.02686	-27.12402	-0.26855
-0.26831	-0.02441	-26.83105	-0.24414
-0.26538	-0.02686	-26.53809	-0.26855
-0.26416	-0.02686	-26.41602	-0.26855
-0.26123	-0.02686	-26.12305	-0.26855
-0.25928	-0.02686	-25.92773	-0.26855
-0.25513	-0.02686	-25.51270	-0.26855
-0.25342	-0.02686	-25.34180	-0.26855
-0.25024	-0.02686	-25.02441	-0.26855
-0.24902	-0.02441	-24.90234	-0.24414
-0.24512	-0.02441	-24.51172	-0.24414
-0.24292	-0.02441	-24.29199	-0.24414
-0.24097	-0.02441	-24.09668	-0.24414
-0.23804	-0.02441	-23.80371	-0.24414
-0.23633	-0.02441	-23.63281	-0.24414
-0.23340	-0.02441	-23.33984	-0.24414
-0.22998	-0.02441	-22.99805	-0.24414
-0.22705	-0.02197	-22.70508	-0.21973
-0.22583	-0.02441	-22.58301	-0.24414
-0.22241	-0.02197	-22.24121	-0.21973
-0.21948	-0.02441	-21.94824	-0.24414
-0.21680	-0.02197	-21.67969	-0.21973
-0.21509	-0.02441	-21.50879	-0.24414
-0.21167	-0.02441	-21.16699	-0.24414
-0.20923	-0.02197	-20.92285	-0.21973
-0.20776	-0.02441	-20.77637	-0.24414
-0.20435	-0.02197	-20.43457	-0.21973
-0.20190	-0.02197	-20.19043	-0.21973
-0.19995	-0.02197	-19.99512	-0.21973
-0.19629	-0.02197	-19.62891	-0.21973
-0.19336	-0.02197	-19.33594	-0.21973
-0.19165	-0.02197	-19.16504	-0.21973
-0.18848	-0.02197	-18.84766	-0.21973
-0.18652	-0.02197	-18.65234	-0.21973
-0.18481	-0.01953	-18.48145	-0.19531
-0.18164	-0.02197	-18.16406	-0.21973
-0.17798	-0.02197	-17.79785	-0.21973
-0.17676	-0.02197	-17.67578	-0.21973
-0.17480	-0.01953	-17.48047	-0.19531
-0.17236	-0.01953	-17.23633	-0.19531
