-0,32520	-0,01953	-32,51953	-0,19531
-0,31152	-0,01953	-31,15234	-0,19531
-0,29639	-0,01709	-29,63867	-0,17090
-0,28052	-0,01709	-28,05176	-0,17090
-0,26538	-0,01709	-26,53809	-0,17090
-0,24951	-0,01709	-24,95117	-0,17090
-0,23535	-0,01709	-23,53516	-0,17090
-0,21924	-0,01465	-21,92383	-0,14648
-0,20361	-0,01465	-20,36133	-0,14648
-0,18726	-0,01221	-18,72559	-0,12207
-0,17310	-0,01221	-17,30957	-0,12207
-0,15649	-0,01221	-15,64941	-0,12207
-0,14160	-0,00977	-14,16016	-0,09766
-0,12598	-0,00977	-12,59766	-0,09766
-0,11060	-0,00732	-11,05957	-0,07324
-0,09644	-0,00488	-9,64355	-0,04883
-0,08154	-0,00244	-8,15430	-0,02441
-0,06494	-0,00244	-6,49414	-0,02441
-0,04907	0,00244	-4,90723	0,02441
-0,03442	0,00732	-3,44238	0,07324
-0,01978	0,01465	-1,97754	0,14648
-0,00464	0,02930	-0,46387	0,29297
0,01074	0,11230	1,07422	1,12305
0,02246	0,39063	2,24609	3,90625
0,03760	0,50293	3,75977	5,02930
0,05176	0,58594	5,17578	5,85938
0,06689	0,65430	6,68945	6,54297
0,08179	0,71777	8,17871	7,17773
0,09668	0,77393	9,66797	7,73926
0,11084	0,83008	11,08398	8,30078
0,12598	0,87891	12,59766	8,78906
0,14160	0,93018	14,16016	9,30176
0,15552	0,97412	15,55176	9,74121
0,17090	1,01807	17,08984	10,18066
0,18628	1,06445	18,62793	10,64453
0,20093	1,10352	20,09277	11,03516
0,21509	1,14502	21,50879	11,45020
0,22949	1,18652	22,94922	11,86523
0,24561	1,22559	24,56055	12,25586
0,26147	1,26709	26,14746	12,67090
0,27661	1,30859	27,66113	13,08594
0,29053	1,34521	29,05273	13,45215
0,30615	1,38672	30,61523	13,86719
0,32153	1,42334	32,15332	14,23340
0,33618	1,46240	33,61816	14,62402
0,35132	1,49414	35,13184	14,94141
0,36597	1,53320	36,59668	15,33203
0,38135	1,56494	38,13477	15,64941
0,39648	1,60400	39,64844	16,04004
0,41138	1,64551	41,13770	16,45508
0,42627	1,67480	42,62695	16,74805
